-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2013 through 11/30/2022 
Location: Latitude  -7.5   Longitude -63.03 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 66.95 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_KT             CERES SYN1deg All Sky Insolation Clearness Index (dimensionless) 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
T2M_MAX               MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN               MERRA-2 Temperature at 2 Meters Minimum (C) 
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) 
PS                    MERRA-2 Surface Pressure (kPa) 
WS10M                 MERRA-2 Wind Speed at 10 Meters (m/s) 
WS10M_MAX             MERRA-2 Wind Speed at 10 Meters Maximum (m/s) 
WS10M_MIN             MERRA-2 Wind Speed at 10 Meters Minimum (m/s) 
WD10M                 MERRA-2 Wind Direction at 10 Meters (Degrees) 
-END HEADER-
YEAR,MO,DY,ALLSKY_KT,ALLSKY_SFC_SW_DWN,T2M,T2M_MAX,T2M_MIN,RH2M,PRECTOTCORR,PS,WS10M,WS10M_MAX,WS10M_MIN,WD10M
2013,8,17,0.68,6.33,28.05,34.5,22.13,60.19,0.0,100.48,0.75,1.52,0.15,233.12
2013,8,18,0.7,6.5,28.68,36.02,21.91,60.0,0.0,100.34,0.98,1.43,0.59,158.38
2013,8,19,0.61,5.74,29.34,35.77,23.81,62.19,0.02,100.29,0.66,1.05,0.1,140.5
2013,8,20,0.44,4.12,29.07,35.04,25.01,65.75,0.59,100.3,0.77,1.12,0.26,86.06
2013,8,21,0.56,5.31,28.51,34.6,24.13,69.0,0.1,100.23,0.85,1.2,0.45,67.12
2013,8,22,0.5,4.76,28.05,33.26,24.07,68.56,0.48,100.16,0.77,1.23,0.29,79.69
2013,8,23,0.54,5.12,28.28,34.68,23.47,69.44,0.23,100.05,0.84,1.16,0.43,33.81
2013,8,24,0.48,4.65,29.47,36.14,23.78,64.56,0.26,100.19,1.02,1.56,0.39,118.69
2013,8,25,0.46,4.43,28.64,35.02,24.27,67.94,2.94,100.35,0.7,0.91,0.44,189.81
2013,8,26,0.66,6.38,29.02,35.63,24.34,66.0,0.44,100.4,0.91,1.52,0.53,199.75
2013,8,27,0.69,6.61,28.39,34.98,23.37,43.5,0.0,100.57,1.45,2.0,0.78,174.06
2013,8,28,0.69,6.65,28.49,36.22,22.58,43.12,0.0,100.62,1.15,1.71,0.37,170.81
2013,8,29,0.67,6.47,28.62,36.94,21.37,51.88,0.0,100.59,0.91,1.52,0.47,181.94
2013,8,30,0.66,6.38,29.82,37.87,22.64,53.31,0.0,100.45,0.77,1.24,0.36,180.0
2013,8,31,0.62,5.97,29.92,37.18,23.73,57.94,0.01,100.32,0.74,1.22,0.42,174.88
2013,9,1,0.54,5.25,30.25,36.88,24.36,60.12,0.68,100.2,0.64,0.86,0.44,155.94
2013,9,2,0.59,5.68,29.98,35.85,24.98,60.06,0.66,100.17,0.73,1.23,0.2,184.88
2013,9,3,0.58,5.62,28.21,32.48,24.55,68.56,2.15,100.27,0.49,0.85,0.21,112.62
2013,9,4,0.54,5.3,28.9,35.76,23.81,63.81,1.98,100.37,0.94,1.41,0.5,71.31
2013,9,5,0.48,4.72,28.48,35.08,23.58,70.56,8.25,100.36,0.62,0.93,0.36,215.81
2013,9,6,0.34,3.34,27.35,32.88,24.01,80.88,22.03,100.43,0.62,0.86,0.17,212.44
2013,9,7,0.49,4.89,27.39,33.36,22.98,76.62,5.18,100.37,0.66,1.25,0.02,110.38
2013,9,8,0.44,4.34,27.33,32.76,23.55,78.81,7.94,100.42,0.78,1.16,0.35,61.56
2013,9,9,0.42,4.21,27.19,31.75,23.58,77.0,4.72,100.51,0.51,0.78,0.16,125.19
2013,9,10,0.46,4.59,27.98,33.02,23.98,71.38,2.93,100.47,0.68,0.92,0.19,174.06
2013,9,11,0.55,5.52,27.65,32.55,23.65,79.31,19.14,100.27,0.71,1.15,0.27,139.06
2013,9,12,0.59,5.85,27.65,32.65,23.35,76.81,2.38,100.09,0.7,1.14,0.26,116.31
2013,9,13,0.66,6.66,28.14,33.8,23.21,73.31,0.04,100.03,0.95,1.21,0.64,49.56
2013,9,14,0.58,5.82,28.79,35.15,23.4,68.69,0.18,100.13,1.09,1.56,0.68,55.94
2013,9,15,0.59,5.89,28.48,33.94,24.65,72.25,0.71,100.2,0.95,1.22,0.47,48.5
2013,9,16,0.62,6.31,29.57,36.33,24.34,68.0,0.93,100.06,0.86,1.1,0.08,129.5
2013,9,17,0.53,5.41,28.95,34.51,24.48,74.69,11.75,100.04,0.64,0.91,0.44,159.69
2013,9,18,0.23,2.3,28.15,33.23,24.83,80.44,3.91,100.22,0.81,1.11,0.23,171.25
2013,9,19,0.41,4.17,29.13,34.41,24.22,72.75,0.66,100.38,0.79,1.14,0.48,136.88
2013,9,20,0.59,5.93,30.13,36.14,24.69,64.25,2.98,100.23,0.61,1.13,0.23,187.38
2013,9,21,0.5,5.14,29.83,36.49,24.34,69.31,0.84,100.09,0.81,1.3,0.41,144.25
2013,9,22,0.64,6.53,29.15,34.8,25.23,71.0,0.02,100.28,0.83,1.05,0.59,32.0
2013,9,23,0.63,6.51,29.94,36.84,24.37,67.25,0.92,100.31,1.03,1.39,0.51,36.62
2013,9,24,0.49,5.07,29.51,35.71,24.31,70.38,4.21,100.32,0.98,1.2,0.71,150.25
2013,9,25,0.66,6.85,29.37,36.3,24.07,61.81,0.57,100.24,1.14,1.79,0.6,131.25
2013,9,26,0.61,6.3,30.15,37.07,24.02,62.19,0.0,100.19,0.73,1.01,0.3,166.69
2013,9,27,0.62,6.46,30.65,37.69,24.8,60.88,3.7,100.18,0.76,1.2,0.22,137.06
2013,9,28,0.52,5.3,30.5,37.58,24.52,64.12,0.68,100.2,0.74,1.3,0.29,141.94
2013,9,29,0.56,5.83,29.62,35.62,25.3,66.44,1.22,100.21,0.71,1.03,0.25,107.88
2013,9,30,0.63,6.53,29.79,35.97,25.07,67.19,1.99,100.11,0.6,0.95,0.27,222.0
2013,10,1,0.51,5.3,28.93,34.07,24.94,75.06,6.67,100.1,0.72,0.98,0.44,343.12
2013,10,2,0.47,4.88,29.3,35.79,24.26,70.81,2.39,100.14,0.68,0.95,0.18,140.88
2013,10,3,0.62,6.46,30.38,37.44,24.28,62.38,0.41,100.15,0.91,1.32,0.37,56.19
2013,10,4,0.55,5.74,29.03,33.23,25.48,71.38,0.31,100.23,0.67,1.12,0.4,120.69
2013,10,5,0.48,5.06,29.5,34.77,24.9,68.94,3.16,100.23,0.87,1.25,0.41,137.0
2013,10,6,0.48,5.02,28.64,32.9,24.88,72.0,1.36,100.31,0.53,0.9,0.12,188.69
2013,10,7,0.59,6.1,29.59,35.73,24.62,68.25,1.88,100.34,0.7,0.86,0.53,120.31
2013,10,8,0.48,5.11,29.7,35.4,25.1,69.19,1.52,100.26,0.56,0.84,0.09,108.81
2013,10,9,0.38,3.95,29.23,34.15,25.36,69.5,0.63,100.19,0.47,0.7,0.2,113.88
2013,10,10,0.39,4.09,28.16,32.65,25.0,74.19,2.85,100.18,0.66,0.9,0.28,144.94
2013,10,11,0.45,4.66,28.65,34.81,24.45,69.88,1.53,100.14,0.72,0.92,0.41,82.25
2013,10,12,0.31,3.27,28.3,34.16,24.03,75.31,27.61,100.14,0.78,1.22,0.15,146.19
2013,10,13,0.52,5.55,26.82,30.37,24.43,88.19,14.49,100.13,0.7,1.09,0.3,189.62
2013,10,14,0.51,5.4,26.73,30.02,24.51,87.69,11.64,100.13,0.74,0.95,0.48,130.44
2013,10,15,0.3,3.18,27.1,31.4,23.51,86.06,10.85,100.17,0.75,1.44,0.26,180.0
2013,10,16,0.52,5.43,26.6,30.21,24.38,89.0,14.29,100.28,0.8,1.54,0.3,178.19
2013,10,17,0.48,5.16,26.51,30.52,23.7,84.5,2.52,100.26,0.72,1.4,0.09,235.69
2013,10,18,0.56,6.0,27.79,32.12,22.98,78.19,10.85,100.16,0.69,1.25,0.44,305.19
2013,10,19,0.3,3.12,27.34,32.5,23.01,79.62,8.17,100.13,0.9,1.45,0.05,150.06
2013,10,20,0.44,4.68,26.2,29.58,23.9,87.75,4.54,100.22,0.69,0.98,0.47,144.31
2013,10,21,0.55,5.9,27.05,31.24,23.63,83.56,0.06,100.18,0.87,1.21,0.5,93.25
2013,10,22,0.59,6.31,27.76,31.08,23.93,79.31,3.22,100.12,0.61,1.12,0.21,137.75
2013,10,23,0.37,3.91,27.47,32.12,23.65,78.94,1.42,100.11,0.84,1.34,0.48,104.81
2013,10,24,0.5,5.3,27.34,32.05,23.43,79.88,2.26,100.29,0.82,1.18,0.52,74.44
2013,10,25,0.49,5.28,28.33,34.21,23.27,74.5,1.57,100.29,0.77,1.18,0.52,105.19
2013,10,26,0.49,5.21,28.43,33.37,24.24,74.69,0.15,100.16,0.74,0.88,0.58,137.38
2013,10,27,0.47,4.97,28.67,33.77,24.27,74.81,3.14,100.14,0.68,1.12,0.41,33.19
2013,10,28,0.53,5.68,28.4,33.55,24.26,73.38,2.36,100.12,0.63,1.04,0.18,138.12
2013,10,29,0.41,4.41,28.41,32.75,23.89,71.88,0.01,100.07,0.66,0.88,0.49,281.06
2013,10,30,0.55,5.83,28.43,32.95,23.87,72.62,0.06,99.95,0.8,1.2,0.54,125.19
2013,10,31,0.34,3.57,27.11,31.72,24.73,81.81,2.5,99.94,0.61,1.02,0.27,251.94
2013,11,1,0.45,4.84,26.76,31.9,23.07,76.81,0.94,100.11,0.76,1.49,0.41,130.88
2013,11,2,0.42,4.51,26.44,30.58,23.45,78.88,0.09,100.19,0.95,1.5,0.55,42.19
2013,11,3,0.27,2.94,27.97,33.26,23.19,73.19,1.34,100.18,0.64,0.86,0.37,126.88
2013,11,4,0.45,4.78,26.65,31.36,24.17,79.12,2.69,100.12,0.62,1.11,0.05,211.56
2013,11,5,0.2,2.08,25.4,28.48,23.41,89.38,4.87,100.03,0.6,0.85,0.19,254.25
2013,11,6,0.39,4.14,26.4,31.07,23.36,83.06,2.89,100.02,0.52,0.83,0.03,147.44
2013,11,7,0.33,3.49,26.86,30.83,24.3,83.75,2.4,100.02,0.86,1.48,0.39,137.25
2013,11,8,0.45,4.78,27.64,33.51,23.6,76.5,1.57,100.09,0.88,1.33,0.45,29.56
2013,11,9,0.39,4.15,27.23,31.13,23.99,78.19,0.76,100.15,0.54,0.83,0.07,270.5
2013,11,10,0.59,6.25,28.88,35.05,22.98,68.81,0.11,100.01,0.75,0.98,0.3,127.5
2013,11,11,0.61,6.52,29.06,34.31,24.94,73.69,2.13,99.99,0.7,0.94,0.55,106.25
2013,11,12,0.5,5.35,27.19,30.91,24.72,84.12,5.6,100.1,0.52,1.01,0.06,88.25
2013,11,13,0.48,5.21,28.44,33.93,24.12,75.69,1.67,100.09,0.39,0.62,0.11,138.44
2013,11,14,0.56,6.01,29.69,35.51,24.9,68.88,0.42,100.02,0.45,0.89,0.2,303.19
2013,11,15,0.38,4.01,27.88,31.57,25.53,78.0,0.52,100.08,0.49,0.94,0.15,183.38
2013,11,16,0.3,3.24,27.45,31.86,24.23,79.5,1.68,100.1,0.74,1.05,0.44,31.44
2013,11,17,0.36,3.86,27.05,30.37,23.95,79.19,2.21,100.03,0.5,0.88,0.04,148.06
2013,11,18,0.52,5.51,26.95,30.98,24.22,79.31,1.05,99.95,0.49,0.83,0.16,224.88
2013,11,19,0.44,4.71,27.51,32.04,24.22,76.5,0.27,99.98,0.9,1.35,0.45,57.31
2013,11,20,0.56,5.99,28.52,34.35,23.74,70.81,0.02,100.1,0.89,1.16,0.55,50.31
2013,11,21,0.34,3.6,27.4,33.12,23.98,78.31,5.54,100.23,0.6,0.82,0.2,147.0
2013,11,22,0.39,4.18,25.22,28.94,23.02,83.94,1.43,100.19,0.59,0.76,0.09,286.06
2013,11,23,0.43,4.55,27.73,33.83,21.88,71.56,0.08,99.92,0.81,1.21,0.58,309.25
2013,11,24,0.46,4.95,28.44,32.87,23.54,70.06,0.52,99.92,0.76,1.2,0.35,251.44
2013,11,25,0.4,4.29,27.33,31.06,24.63,77.5,1.38,100.03,0.9,1.23,0.6,22.75
2013,11,26,0.31,3.37,27.22,32.73,23.33,77.38,1.15,99.96,0.78,1.16,0.45,42.06
2013,11,27,0.4,4.21,28.2,33.44,23.65,68.88,0.15,99.86,0.45,0.91,0.02,264.0
2013,11,28,0.52,5.52,28.69,33.55,24.22,69.12,0.05,99.89,0.73,1.04,0.19,256.12
2013,11,29,0.35,3.76,27.9,31.58,25.12,75.81,3.72,99.91,0.57,0.95,0.15,253.81
2013,11,30,0.41,4.34,26.76,31.05,24.22,83.06,2.64,99.99,0.55,0.88,0.27,246.88
2013,12,1,0.45,4.82,26.5,30.37,24.02,81.19,0.69,100.09,0.69,0.93,0.48,233.81
2013,12,2,0.51,5.4,28.33,34.6,23.62,72.5,0.67,100.13,0.71,0.94,0.41,103.56
2013,12,3,0.49,5.22,29.1,34.39,25.05,69.75,0.27,100.23,0.73,1.01,0.26,50.69
2013,12,4,0.5,5.32,28.95,34.26,24.75,70.5,0.09,100.25,0.74,1.05,0.41,147.38
2013,12,5,0.52,5.54,29.82,35.69,24.74,65.75,0.01,100.09,0.61,0.98,0.12,206.38
2013,12,6,0.58,6.15,30.0,35.67,24.99,65.88,0.01,100.03,0.62,0.86,0.37,197.19
2013,12,7,0.37,3.95,28.92,32.81,25.88,70.44,0.56,100.05,0.68,0.84,0.45,162.38
2013,12,8,0.45,4.79,28.19,33.12,25.01,72.38,1.99,100.14,0.73,1.07,0.27,91.88
2013,12,9,0.57,6.09,29.12,36.03,23.67,67.19,0.67,100.2,0.81,1.1,0.19,142.12
2013,12,10,0.6,6.46,30.5,36.88,25.58,60.88,0.45,100.21,0.57,0.82,0.1,156.5
2013,12,11,0.34,3.59,29.01,32.84,25.98,72.25,1.9,100.21,0.42,0.77,0.08,236.38
2013,12,12,0.56,5.98,29.04,34.41,24.86,69.94,1.17,100.09,0.7,0.98,0.45,168.62
2013,12,13,0.48,5.1,28.27,33.59,24.57,77.38,13.75,99.97,0.83,1.23,0.52,30.94
2013,12,14,0.31,3.33,25.83,27.48,24.66,94.69,17.54,100.08,0.7,1.16,0.36,48.69
2013,12,15,0.4,4.25,26.42,30.06,24.05,90.0,17.82,100.14,0.74,1.15,0.41,118.44
2013,12,16,0.34,3.67,26.9,30.65,23.87,86.75,10.34,100.07,0.44,1.24,0.06,151.12
2013,12,17,0.42,4.54,25.58,26.94,24.57,93.56,5.95,100.03,0.45,0.99,0.02,281.12
2013,12,18,0.42,4.52,25.76,28.82,23.48,89.75,5.56,100.03,0.69,1.1,0.22,170.19
2013,12,19,0.42,4.51,26.31,30.19,23.58,89.19,15.09,99.96,0.54,0.95,0.04,161.38
2013,12,20,0.28,2.97,25.76,28.2,24.02,94.44,25.32,100.01,0.68,1.02,0.28,300.19
2013,12,21,0.38,4.0,25.83,28.68,23.66,92.44,8.26,99.99,0.73,1.05,0.23,238.38
2013,12,22,0.38,4.04,25.76,27.75,24.04,95.88,31.23,100.03,0.71,0.96,0.37,222.25
2013,12,23,0.17,1.81,24.83,25.96,23.84,97.94,13.11,100.11,0.64,0.88,0.24,265.0
2013,12,24,0.32,3.4,24.84,27.47,23.33,94.12,10.44,100.1,0.62,1.11,0.07,117.31
2013,12,25,0.42,4.47,25.87,29.25,23.56,91.31,0.95,100.14,0.7,1.16,0.37,80.69
2013,12,26,0.6,6.4,26.65,29.61,24.15,89.38,8.19,100.21,0.66,1.05,0.4,97.5
2013,12,27,0.35,3.79,25.77,27.71,24.18,93.25,8.25,100.36,0.53,1.17,0.05,129.31
2013,12,28,0.45,4.76,25.98,29.2,23.56,92.81,4.38,100.28,0.71,1.23,0.19,285.75
2013,12,29,0.54,5.75,26.66,30.02,23.96,87.81,1.17,100.08,0.71,1.33,0.12,207.25
2013,12,30,0.38,4.09,26.5,29.05,24.41,90.56,3.25,100.03,0.86,1.16,0.34,28.94
2013,12,31,0.23,2.45,25.8,27.27,24.5,95.12,4.35,100.13,0.63,1.22,0.08,87.19
2014,1,1,0.52,5.62,26.12,29.45,23.71,87.44,0.7,100.15,0.8,1.29,0.32,159.06
2014,1,2,0.58,6.19,26.77,30.6,23.56,86.25,0.95,100.01,0.73,1.2,0.44,92.81
2014,1,3,0.48,5.14,26.3,29.32,23.46,89.12,4.33,100.05,0.67,1.28,0.2,91.94
2014,1,4,0.47,5.02,26.83,30.5,23.85,86.5,1.41,100.2,0.87,1.33,0.47,98.0
2014,1,5,0.45,4.86,25.68,27.88,24.17,92.56,3.15,100.24,0.7,1.07,0.2,125.19
2014,1,6,0.48,5.21,25.44,28.1,23.54,92.25,12.26,100.23,0.84,1.23,0.35,53.69
2014,1,7,0.42,4.5,24.99,27.78,23.23,92.25,21.66,100.24,0.62,1.09,0.36,65.38
2014,1,8,0.3,3.22,24.73,27.34,22.87,92.69,15.9,100.29,0.73,1.35,0.2,89.94
2014,1,9,0.42,4.53,25.33,28.15,22.41,90.12,5.02,100.24,0.75,1.38,0.2,65.06
2014,1,10,0.46,4.98,25.18,28.08,22.85,91.75,12.11,100.19,0.62,1.4,0.08,65.12
2014,1,11,0.26,2.78,24.72,26.76,22.89,94.75,7.62,100.26,0.66,0.88,0.16,49.31
2014,1,12,0.32,3.43,24.8,27.63,23.17,94.75,34.35,100.44,0.55,1.06,0.08,175.62
2014,1,13,0.46,4.98,24.66,27.05,23.25,94.12,9.57,100.44,0.77,1.38,0.28,113.0
2014,1,14,0.46,4.98,25.02,27.8,22.73,93.25,9.03,100.4,0.67,1.41,0.06,67.31
2014,1,15,0.34,3.73,25.49,28.69,22.98,93.25,6.78,100.31,0.85,1.41,0.21,85.62
2014,1,16,0.47,5.07,25.41,28.08,23.27,93.38,5.19,100.27,0.82,1.3,0.26,122.25
2014,1,17,0.38,4.0,25.95,28.64,23.46,93.38,7.95,100.27,0.67,1.3,0.23,115.94
2014,1,18,0.49,5.33,26.15,28.55,23.68,92.44,5.15,100.28,0.74,1.45,0.25,109.5
2014,1,19,0.36,3.89,25.79,27.42,24.05,92.69,7.53,100.34,0.55,1.32,0.14,238.31
2014,1,20,0.36,3.86,24.84,26.7,23.28,94.81,9.4,100.32,0.7,1.39,0.24,259.44
2014,1,21,0.44,4.69,25.65,29.22,22.81,92.19,5.12,100.19,0.77,1.05,0.49,47.81
2014,1,22,0.4,4.31,26.51,29.36,24.16,92.38,7.49,100.17,0.8,1.27,0.23,57.25
2014,1,23,0.3,3.17,26.03,28.78,24.37,93.25,8.05,100.23,0.82,1.12,0.34,61.5
2014,1,24,0.45,4.77,26.28,29.49,23.52,89.31,5.12,100.16,0.72,1.46,0.16,51.12
2014,1,25,0.45,4.87,26.08,28.82,23.74,91.25,1.33,100.08,0.59,1.18,0.13,67.5
2014,1,26,0.45,4.86,26.23,28.92,23.9,90.69,0.9,100.12,0.75,1.05,0.33,55.69
2014,1,27,0.3,3.19,25.54,27.94,23.79,93.69,8.65,100.23,0.77,1.02,0.49,102.19
2014,1,28,0.45,4.78,25.36,28.05,23.26,90.88,2.75,100.22,0.84,1.23,0.46,89.62
2014,1,29,0.5,5.36,25.98,29.49,22.92,90.38,15.09,100.15,0.73,1.19,0.35,81.69
2014,1,30,0.27,2.98,25.43,28.08,23.83,94.31,10.94,100.2,0.7,0.98,0.3,56.31
2014,1,31,0.49,5.3,25.51,28.98,22.82,90.44,2.13,100.19,0.82,1.22,0.27,84.5
2014,2,1,0.57,6.16,26.19,29.65,23.1,89.62,6.71,100.12,0.85,1.35,0.21,101.69
2014,2,2,0.3,3.31,25.63,27.97,23.94,93.25,3.8,100.08,0.77,1.23,0.26,74.44
2014,2,3,0.41,4.35,25.02,27.35,23.39,95.25,17.47,100.15,0.77,1.37,0.12,70.69
2014,2,4,0.23,2.48,25.15,28.48,22.42,90.38,2.1,100.15,0.7,1.36,0.23,82.69
2014,2,5,0.43,4.68,25.9,29.43,22.81,88.25,2.13,100.18,0.71,1.31,0.33,100.06
2014,2,6,0.48,5.13,25.45,27.98,23.3,89.94,3.18,100.26,0.85,1.36,0.28,263.56
2014,2,7,0.38,4.12,25.76,29.31,22.66,87.5,1.58,100.29,0.75,1.35,0.2,183.31
2014,2,8,0.52,5.54,26.01,29.19,23.6,89.62,0.91,100.21,0.81,1.06,0.45,71.56
2014,2,9,0.51,5.45,26.24,29.39,23.57,90.38,1.29,100.12,0.78,1.3,0.33,70.19
2014,2,10,0.17,1.86,25.47,27.44,23.98,95.5,13.01,100.24,0.67,1.23,0.26,115.38
2014,2,11,0.49,5.34,25.59,29.08,22.71,91.0,6.59,100.24,0.84,1.41,0.4,125.38
2014,2,12,0.46,4.95,25.58,28.34,23.33,92.06,3.56,100.18,0.7,1.23,0.27,79.56
2014,2,13,0.4,4.34,25.36,26.94,23.87,94.38,20.32,100.16,0.56,0.96,0.07,84.69
2014,2,14,0.26,2.77,25.25,27.17,23.15,94.62,14.17,100.31,0.77,1.43,0.09,78.81
2014,2,15,0.52,5.66,25.19,27.34,23.35,92.12,8.86,100.37,0.59,1.43,0.11,119.81
2014,2,16,0.37,3.97,25.31,28.46,23.12,91.44,5.08,100.22,0.86,1.25,0.46,123.12
2014,2,17,0.4,4.27,25.37,27.56,23.32,90.44,0.44,100.16,0.8,1.23,0.29,125.38
2014,2,18,0.31,3.34,25.85,28.68,23.33,89.75,0.02,100.08,0.66,1.13,0.2,142.81
2014,2,19,0.51,5.47,26.13,29.34,23.33,89.56,0.11,100.04,0.95,1.27,0.31,25.88
2014,2,20,0.47,5.07,25.51,27.1,24.04,92.75,2.88,100.1,0.73,1.09,0.12,66.88
2014,2,21,0.37,3.92,25.01,27.33,23.35,92.94,1.71,100.21,0.91,1.42,0.47,63.88
2014,2,22,0.46,4.96,25.69,29.0,22.8,91.06,4.79,100.2,0.61,1.25,0.05,81.62
2014,2,23,0.45,4.79,24.87,26.55,23.3,93.56,2.56,100.21,0.63,1.13,0.23,100.75
2014,2,24,0.47,5.0,26.0,29.4,22.87,90.0,0.73,100.16,0.86,1.26,0.26,85.12
2014,2,25,0.49,5.25,26.63,29.34,23.71,87.81,2.74,100.14,0.62,1.41,0.1,112.5
2014,2,26,0.34,3.6,25.51,27.31,23.51,93.62,4.37,100.24,0.73,1.45,0.33,178.0
2014,2,27,0.41,4.4,25.4,27.48,22.86,88.5,1.21,100.21,0.73,1.23,0.21,132.44
2014,2,28,0.38,4.06,26.05,29.06,23.8,90.31,11.66,100.16,0.58,1.03,0.12,94.62
2014,3,1,0.38,4.05,25.62,28.43,23.04,92.75,13.9,100.16,0.84,1.15,0.3,270.56
2014,3,2,0.49,5.27,25.14,26.57,23.96,96.44,13.31,100.08,0.73,1.2,0.22,149.62
2014,3,3,0.41,4.44,25.94,28.92,23.89,90.12,2.09,100.06,0.84,1.27,0.26,93.0
2014,3,4,0.21,2.27,24.9,26.13,23.73,94.12,6.3,100.24,0.59,1.3,0.17,201.94
2014,3,5,0.54,5.72,24.79,27.08,22.73,92.44,2.82,100.36,0.71,1.34,0.12,47.0
2014,3,6,0.44,4.66,25.55,28.71,23.15,91.0,3.39,100.35,0.64,0.97,0.15,29.31
2014,3,7,0.27,2.89,24.97,27.39,22.94,93.0,4.51,100.34,0.77,1.23,0.18,138.12
2014,3,8,0.48,5.16,26.21,30.01,22.73,88.75,0.45,100.29,0.72,1.33,0.3,88.94
2014,3,9,0.54,5.71,26.36,29.62,23.26,88.94,4.72,100.25,0.77,1.44,0.25,107.0
2014,3,10,0.54,5.72,26.44,29.51,23.82,89.75,2.05,100.2,0.71,1.35,0.2,65.88
2014,3,11,0.48,5.02,25.67,27.59,23.96,95.56,22.48,100.16,0.64,1.19,0.27,42.75
2014,3,12,0.45,4.7,25.15,27.01,23.43,93.88,11.49,100.23,0.7,1.11,0.18,87.69
2014,3,13,0.27,2.81,25.01,26.58,23.52,95.19,23.76,100.32,0.76,1.33,0.2,134.75
2014,3,14,0.46,4.86,24.95,27.26,22.92,92.88,8.78,100.31,0.74,1.37,0.27,96.62
2014,3,15,0.5,5.25,25.44,28.73,22.71,92.19,5.22,100.18,0.74,1.17,0.4,92.31
2014,3,16,0.51,5.3,25.12,27.76,23.33,92.56,5.53,100.19,0.89,1.33,0.55,69.94
2014,3,17,0.53,5.53,25.7,28.62,23.37,90.69,2.9,100.11,0.83,1.4,0.29,134.44
2014,3,18,0.46,4.77,26.0,28.79,23.69,91.5,5.58,100.21,0.76,1.23,0.27,88.75
2014,3,19,0.59,6.08,25.92,28.18,23.68,91.62,14.26,100.24,0.58,1.42,0.04,125.88
2014,3,20,0.52,5.46,25.8,27.8,23.55,93.25,18.62,100.13,0.7,1.3,0.2,29.62
2014,3,21,0.46,4.78,25.41,27.21,23.71,94.44,12.48,100.29,0.62,1.4,0.11,120.44
2014,3,22,0.45,4.7,24.94,26.75,23.12,96.06,20.45,100.45,0.82,1.48,0.38,191.19
2014,3,23,0.38,3.96,24.48,25.93,23.53,97.19,14.03,100.48,0.84,1.16,0.33,206.69
2014,3,24,0.47,4.84,25.41,28.44,22.89,90.31,3.45,100.42,0.68,1.29,0.16,169.44
2014,3,25,0.51,5.21,25.9,29.42,22.88,90.69,9.04,100.43,0.77,1.36,0.22,54.69
2014,3,26,0.47,4.79,25.76,29.49,23.35,89.5,7.72,100.49,0.69,1.26,0.17,96.44
2014,3,27,0.44,4.46,25.45,28.92,23.03,89.31,2.95,100.4,0.77,1.32,0.09,116.75
2014,3,28,0.5,5.11,25.37,28.22,22.82,91.69,1.57,100.27,0.61,1.2,0.27,105.31
2014,3,29,0.59,6.05,25.98,29.23,23.51,90.62,7.58,100.11,0.84,1.43,0.31,29.69
2014,3,30,0.48,4.88,25.62,27.3,23.93,95.12,8.99,100.11,0.74,1.18,0.22,53.88
2014,3,31,0.3,2.99,25.15,26.72,23.62,96.44,20.54,100.39,0.84,1.45,0.25,117.44
2014,4,1,0.57,5.77,25.37,28.62,22.73,90.75,8.59,100.5,0.8,1.41,0.05,131.44
2014,4,2,0.43,4.34,25.44,28.07,23.08,92.69,6.11,100.41,0.69,1.29,0.02,222.5
2014,4,3,0.52,5.27,25.78,28.32,23.56,90.62,4.49,100.27,0.66,1.34,0.02,125.19
2014,4,4,0.62,6.3,25.75,28.59,23.63,90.44,8.29,100.35,0.86,1.35,0.18,65.25
2014,4,5,0.48,4.88,26.12,28.8,23.45,91.06,12.23,100.38,0.56,1.12,0.12,97.38
2014,4,6,0.59,5.87,25.98,28.37,23.82,93.0,4.5,100.35,0.74,1.43,0.07,90.38
2014,4,7,0.53,5.28,26.06,28.24,23.96,93.44,5.1,100.28,0.7,1.27,0.23,77.06
2014,4,8,0.53,5.29,26.28,28.6,23.92,91.56,5.52,100.28,0.63,1.45,0.07,182.56
2014,4,9,0.37,3.66,25.76,28.05,23.74,93.5,8.42,100.41,0.8,1.39,0.23,81.81
2014,4,10,0.45,4.37,24.81,27.02,23.33,92.69,4.18,100.47,0.83,1.43,0.09,210.88
2014,4,11,0.52,5.18,25.7,29.16,22.26,89.06,0.43,100.38,0.97,1.49,0.28,38.0
2014,4,12,0.55,5.43,26.24,29.3,23.48,90.12,1.33,100.28,0.9,1.37,0.34,64.62
2014,4,13,0.43,4.18,25.03,26.25,23.59,97.38,11.01,100.31,0.74,1.38,0.3,172.44
2014,4,14,0.46,4.49,24.67,26.51,23.63,96.44,10.84,100.28,0.94,1.26,0.34,183.44
